DIFFICULTY_TAG,CLASS_NAME,LENGTH,INSTRUCTOR,CLASS_TYPE,TIME,RATING,RATING_COUNT,DIFFICULTY_RATING,LONG_DESCRIPTION,WHETHER_TAKEN,EQUIPMENT
INTERMEDIATE,20 min Core for Runners,20,BECS GENTRY,STRENGTH,Wed 2/24/21 @ 1:00 AM,95.6,4690,5.5,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,30 min Strength for Runners,30,BECS GENTRY,STRENGTH,Wed 2/17/21 @ 9:30 PM,99.5,5001,6.4,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Heavy Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Core for Runners,20,BECS GENTRY,STRENGTH,Tue 2/16/21 @ 9:30 PM,98.6,3748,6.2,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,10 min Core for Runners,10,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 11:00 PM,98.8,7974,5.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Workout Mat']"
INTERMEDIATE,10 min Core for Runners,10,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 11:00 PM,97.5,10070,5.3,Improve your running strength and stability in this workout off the Tread.,FALSE,['Workout Mat']
INTERMEDIATE,20 min Core for Runners,20,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 11:00 PM,98.2,1730,5.6,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,15 min Core for Runners,15,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 11:00 PM,98.2,4161,5.4,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Workout Mat']"
INTERMEDIATE,15 min Core for Runners,15,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 11:00 PM,97.8,1513,5.9,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,5 min Core Strength Warm Up,5,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 11:00 PM,98.8,8774,3.9,"You can do anything for 5 minutes. Our strength warm ups are designed to elevate your heart rate, increase blood flow and get your body ready for your workout through mobility training and breathing exercises.",FALSE,['Workout Mat']
INTERMEDIATE,20 min Core for Runners,20,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 11:00 PM,98.5,2105,6.4,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Tue 1/26/21 @ 9:30 PM,98.5,3940,6.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Heavy Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,30 min Strength for Runners,30,BECS GENTRY,STRENGTH,Wed 1/20/21 @ 9:30 PM,98,5490,6.8,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,10 min Core Strength,10,BECS GENTRY,STRENGTH,Wed 1/6/21 @ 1:40 AM,98.8,56982,6.6,"Join us on the floor for a core workout to align, strengthen and tone your lower back and abdominal muscles.",FALSE,['Workout Mat']
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Wed 1/6/21 @ 1:00 AM,97.1,4366,6,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Heavy Weights', 'Light Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Wed 12/16/20 @ 9:30 PM,98.6,3874,6.1,Improve your running strength and stability in this workout off the Tread.,FALSE,['Workout Mat']
INTERMEDIATE,30 min Strength for Runners,30,BECS GENTRY,STRENGTH,Wed 12/2/20 @ 9:30 PM,99.3,6252,6.5,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Tue 11/24/20 @ 1:00 AM,98.5,3093,6.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Wed 11/11/20 @ 9:30 PM,99.1,4083,6.2,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Heavy Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Wed 10/21/20 @ 8:30 PM,99.2,3294,6.5,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Fri 10/2/20 @ 7:00 PM,98.4,4983,6.7,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Strength For Runners,20,BECS GENTRY,STRENGTH,Thu 8/20/20 @ 7:45 PM,99.5,4958,6.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Rock Full Body Strength,10,BECS GENTRY,STRENGTH,Sun 8/16/20 @ 10:00 PM,99,10250,6,"This full-body class will rock you from head to toe. Grab your weights and your air guitar, and meet us on the mat.",FALSE,"['Workout Mat', 'Heavy Weights', 'Light Weights']"
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Sun 7/19/20 @ 12:35 AM,98.9,4575,6.2,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Core Strength,10,BECS GENTRY,STRENGTH,Fri 7/17/20 @ 7:45 AM,97.9,34572,6.8,"Join us on the floor for a core workout to align, strengthen and tone your lower back and abdominal muscles.",FALSE,['Workout Mat']
NO_DIFFICULTY_TAG,10 min Full Body Strength,10,BECS GENTRY,STRENGTH,Tue 3/31/20 @ 11:05 PM,97.7,38387,6.2,This full body class is designed to strengthen your muscles through a series of dynamic movements.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Bodyweight Strength,10,BECS GENTRY,STRENGTH,Mon 3/30/20 @ 11:20 PM,98.9,45461,6.4,"No equipment, no problem. Join us for a high-energy bodyweight training session. This class will work your full body and will include a mix of upper and lower body strength training. Meet us on the mat.",FALSE,['Workout Mat']
INTERMEDIATE,20 min Bodyweight Strength,20,BECS GENTRY,STRENGTH,Thu 3/12/20 @ 9:45 PM,98.7,26406,6.9,Join us for a high-energy bodyweight training workout. You won't need weights for this class!,FALSE,['Workout Mat']
NO_DIFFICULTY_TAG,10 min Core Strength,10,BECS GENTRY,STRENGTH,Sat 3/7/20 @ 12:10 AM,97.2,50113,7,"Join us on the floor for a core workout to align, strengthen and tone your lower back and abdominal muscles.",FALSE,['Workout Mat']
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Wed 2/12/20 @ 11:15 PM,98.3,4460,7.2,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Bodyweight Strength,10,BECS GENTRY,STRENGTH,Tue 2/11/20 @ 7:05 AM,99,5611,6.6,Join us for a high-energy bodyweight training workout. You won't need weights for this class!,FALSE,['Workout Mat']
NO_DIFFICULTY_TAG,10 min Core Strength,10,BECS GENTRY,STRENGTH,Fri 2/7/20 @ 11:35 PM,98.3,23341,6.7,"Join us on the floor for a core workout to align, strengthen and tone your lower back and abdominal muscles.",FALSE,"['Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Bodyweight Strength,20,BECS GENTRY,STRENGTH,Fri 1/31/20 @ 9:25 PM,98.8,6376,6.5,Join us for a high-energy bodyweight training workout. You won't need weights for this class!,FALSE,['Workout Mat']
NO_DIFFICULTY_TAG,10 min Strength for Runners,10,BECS GENTRY,STRENGTH,Thu 1/30/20 @ 7:35 PM,98.6,4594,6.1,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Bodyweight Strength,10,BECS GENTRY,STRENGTH,Sat 1/25/20 @ 10:05 PM,98.7,3696,6.7,Join us for a high-energy bodyweight training workout. You won't need weights for this class!,FALSE,['Workout Mat']
BEGINNER,20 min Bodyweight Strength,20,BECS GENTRY,STRENGTH,Sat 1/18/20 @ 12:00 AM,99.1,14945,5.7,Join us for a high-energy bodyweight training workout. You won't need weights for this class!,FALSE,['Workout Mat']
INTERMEDIATE,20 min Strength for Runners,20,BECS GENTRY,STRENGTH,Mon 1/13/20 @ 9:25 PM,99.2,3765,7.2,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Arms & Shoulders Strength,10,BECS GENTRY,STRENGTH,Fri 12/27/19 @ 11:35 PM,98.6,7910,6.3,Grab your weights and join us for an arm and shoulder workout to tone and strengthen your upper body.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
NO_DIFFICULTY_TAG,10 min Strength for Runners,10,BECS GENTRY,STRENGTH,Fri 12/27/19 @ 9:05 AM,99.6,3211,6.3,Improve your running strength and stability in this workout off the Tread.,FALSE,"['Light Weights', 'Medium Weights', 'Workout Mat']"
INTERMEDIATE,20 min Bodyweight Strength,20,BECS GENTRY,STRENGTH,Mon 12/23/19 @ 8:25 PM,98.7,8143,7.5,Join us for a high-energy bodyweight training workout. You won't need weights for this class!,FALSE,['Workout Mat']
